id;min;phrase;clicks;ctr;premium_clicks;premium_ctr;shows;max;first_place_ctr;premium_min;premium_max;first_place_clicks
28921;4.52;"!где !заказать !вегетарианской !еды";2;0.78;2;14.74;2;4.52;0.78;7.51;22.65;2
28922;8.04;"!правильное !питание !заказ !еды";2;0.53;2;11.9;7;8.04;0.53;5.31;11.31;2
28923;16;"!правильное !питание !доставка !дешево";2;0.16;2;9.28;1;16;0.16;4.64;9.83;2
28924;1.62;"!сервис !доставки !правильного !питания";2;3.88;2;7.08;4;2.39;2.36;2.84;31.87;2
28925;0.28;"!белковая !диета !с !доставкой !на !дом";2;0.56;2;14.26;5;2.11;3.27;2.56;5.51;2
28926;1.65;"!дешевая !готовая !еда !на !неделю";2;2.51;2;14.25;6;1.75;2.51;1.36;8.15;2
28927;1.65;"!готовая !дешевая !еда !на !неделю";0;0;0;0;6;1.75;0;1.36;8.15;0
28928;0.92;"!готовая !еда !на !неделю !дешево";2;1.56;2;20.76;4;0.93;1.56;1.02;4.89;2
28929;1.66;"!москва !правильное !питание !с !доставкой";2;3.13;3;12.41;6;5.05;3.69;8.55;13.87;2
28930;1.68;"!купить !питание !для !похудения";2;0.92;4;17.54;20;1.68;0.92;1.62;18.84;2
28931;4.42;"!заказ !еды !на !дом !для !похудения";2;0.52;4;15.78;239;4.42;0.52;2.2;9.26;2
28932;4.33;"!доставка !здорового !питания !по !москве";2;2.44;2;15.19;2;4.33;2.44;2.89;4.83;2
28933;2.35;"!пп !питание !с !доставкой";2;1.98;2;12.07;5;2.68;1.62;3.83;15.56;2
28934;1.83;"!магазин !вегетарианских !продуктов";2;0.54;6;16.46;24;1.83;0.54;0.83;2.18;2
28935;3.57;"!сервис !доставки !правильного !питания !москва";2;0.11;2;6.3;5;3.57;0.11;6.06;8.06;2
28936;0.32;"!доставка !конструкторов !еды";2;0.88;2;5.43;3;0.72;1.75;4.93;17.54;2
28937;4.98;"!доставка !правильного !питания !вегетарианцев";2;0.55;2;4.14;6;4.98;0.55;10.53;24.07;2
28938;1.49;"!готовая !еда !на !неделю !недорого";2;0.56;2;12.07;6;1.49;0.56;5.13;9.22;2
28939;0.01;"!доставка !еды !здоровой !на !дом !готовой";0;0;2;5.77;2;0.01;0;8.91;19.94;0
28940;1.72;"!заказ !еды !на !дом !здоровое !питание";2;1.65;2;15.17;1;1.72;1.65;4.05;18.3;2
28941;1.08;"!москва !еда !на !неделю";2;0.82;3;6.03;18;1.08;0.82;3.72;27.66;2
28942;0.78;"!веганская !доставка";2;0.42;3;13.15;14;0.8;0.42;3.07;33.38;2
28943;9.67;"!еда !на !неделю !с !доставкой !для !похудения";2;1.57;2;14.86;4;9.67;1.57;4.63;13.97;2
28944;0.01;"!еда !на !дом !заказать !москва !здоровая !пища";0;0;2;25.58;1;0.01;0;6.04;17.95;0
28945;17.7;"!готовая !еда !на !неделю !москва";2;0.21;2;9.62;4;17.7;0.21;7.37;23.07;2
28946;0.89;"!купить !питание !на !неделю !для !похудения";2;1.17;4;21.49;11;1.61;1.36;1.47;3.15;2
28947;4.1;"!полезная !еда !с !доставкой !в !офис";2;1.55;2;6.17;3;4.1;1.55;5.51;10.93;2
28948;1.46;"!фитнес !питание !с !доставкой !москва";2;0.98;3;17.92;6;1.54;0.79;2.06;10.01;2
28949;3.23;"!диет !доставка";2;0.12;3;5.54;29;3.23;0.12;2.13;4.13;2
28950;3.23;"!доставка !диет";0;0;0;0;29;3.23;0;2.13;4.13;0
28951;0.01;"!диета !доставка";0;0;2;7.26;0;0.01;0;1.11;3.16;0
28952;36.65;"!доставка !еды !правильного !питания !на !неделю !москва";2;0.35;2;5.12;2;36.65;0.35;8.05;38.76;2
28953;0.01;"!сервис !доставки !здорового !питания !москва";0;0;0;0;3;0.01;0;0.01;0.01;0
28954;2.55;"!еда !на !день !заказать";2;0.28;2;0.78;2;2.55;0.28;34.64;36.44;2
28955;0.01;"!еда !на !дом !на !неделю !москва";0;0;2;20.19;2;0.01;0;1.42;15.26;0
28956;0.01;"!готовая !здоровая !еда !с !доставкой !сегодня";0;0;2;13.47;1;0.01;0;5.91;28.42;0
28957;1.38;"!спортивное !питание !на !неделю !доставка";2;0.68;2;10.87;3;1.38;0.68;4.38;11.02;2
28958;0.63;"!на !неделю !обед !на !дом !заказать !москва";2;1.42;2;8.98;7;1.85;1.19;3.19;6.93;2
28959;8.9;"!доставка !готовой !еды !диетической !москва";2;0.83;2;1.65;2;8.9;0.83;13.05;23.05;2
28960;0.59;"!здоровое !питание !готовое";2;0.71;3;18.44;6;1.1;1.04;2.16;5.07;2
28961;1.15;"!заказать !еду !здоровое !питание !на !день";2;1.27;2;10.03;1;3.46;8.53;5.2;9.33;2
28962;0.53;"!купить !правильное !питание !на !неделю";2;0.33;2;14.34;5;1.84;2.93;4.59;34.17;2
28963;0.53;"!правильное !питание !на !неделю !купить";0;0;0;0;5;1.84;0;4.59;34.17;0
28964;0.01;"!пп !обеды !заказать";0;0;2;5.39;3;0.01;0;2.87;5.03;0
28965;1.57;"!еда !на !дом !для !похудения";2;0.91;3;12.94;10;1.57;0.91;1.83;3.64;2
28966;1.19;"!заказ !еды !для !похудения !москва";2;1.79;2;12.33;6;1.29;1.79;2.18;21.2;2
28967;1.19;"!заказ !еды !москва !для !похудения";0;0;0;0;6;1.29;0;2.18;21.2;0
28968;1.23;"!доставка !пп !еды !с !выбором !блюд";2;5.03;2;25.44;2;2.26;1.82;3.89;10.56;2
28969;0.01;"!здоровое !питание !на !заказ";0;0;2;20.08;4;0.01;0;3.18;5.42;0
28970;0.53;"!whole !foods";2;0.45;5;4.05;131;0.53;0.45;9.56;9.56;2
28971;0.79;"!питание !готовое !для !похудения !купить";2;1.94;2;15.9;4;0.79;1.94;1.62;11.9;2
28972;1.84;"!доставка !еды !на !месяц !москва";2;0.92;2;2.98;4;1.84;0.92;14.76;22.79;2
28973;0.93;"!лечебное !питание !с !доставкой !на !дом !москва";2;1.91;2;12.09;7;0.98;1.91;2.43;8.13;2
28974;2.57;"!готовое !питание !на !дом";2;0.69;3;20.24;7;2.57;0.69;1.42;7.68;2
28975;0.93;"!вегетарианская !еда !бжу !доставка";2;3.46;2;3.45;2;3.08;7.99;4.57;7.42;2
28976;1.19;"!заказать !сбалансированное !питание !для !похудения";2;0.41;2;6.39;3;2.2;1.96;4.42;22.52;2
28977;0.01;"!заказ !еды !на !дом !раздельное !питание";0;0;0;0;2;0.01;0;0.01;0.01;0
28978;2.07;"!вегетарианская !доставка";2;0.72;2;6.47;12;2.25;0.92;3.62;10.76;2
28979;0.5;"!конструкторы !еды !на !неделю";2;1.36;2;9.84;7;0.58;0.77;1.29;4.03;2
28980;0.62;"!диетические !обеды !с !доставкой";2;0.82;2;13.46;2;0.62;0.82;3.42;7.03;2
28981;2.95;"!доставка !продуктов !на !неделю !на !дом !москва";2;0.99;2;13.76;2;2.95;0.99;5.94;22.38;2
28982;1.82;"!еда !на !дом !для !похудения !москва";2;0.41;2;14.76;5;1.82;0.41;1.73;3.43;2
28983;0.85;"!пп !доставка !москва";2;1.02;2;11.06;5;0.85;1.02;3.02;11.49;2
28984;4.59;"!доставка !еды !на !5 !дней";2;0.61;2;4.26;6;4.59;0.61;14.06;26.59;2
28985;1.64;"!сервис !готовая !еда !на !неделю !москва";2;1.14;2;13.35;7;1.64;1.14;4.05;10.21;2
28986;0.01;"!здоровое !питание !в !москве !доставка";0;0;2;5.7;1;0.01;0;2.42;2.66;0
28987;0.86;"!сервис !правильного !питания !москва";2;0.78;2;15.09;3;0.86;0.78;2.39;13.99;2
28988;1.18;"!здоровое !питание !заказ";2;1.34;2;11.82;1;1.18;1.34;1.58;6.85;2
28989;0.01;"!заказать !диетические !питание";0;0;0;0;0;0.01;0;0.01;0.01;0
28990;1.36;"!готовое !питание !купить";2;0.5;2;13.59;4;1.36;0.5;1.08;6.01;2
28991;2.01;"!доставка !блюд !правильного !питания";2;4.35;2;9.28;3;3.09;2.66;4.18;17.44;2
28992;1.89;"!доставка !фитнес !еды !в !москве";2;1.55;2;9.83;5;2;1.55;5.91;13.19;2
28993;1.57;"!комплекс !еды !на !неделю !с !доставкой !москва";2;5.12;2;20.14;1;3.29;2.07;8.33;16.79;2
28994;0.01;"!доставка !еды !для !диеты";0;0;0;0;3;0.01;0;0.01;0.01;0
28995;0.79;"!питание !и !еда !на !неделю !доставка";2;3.58;2;18.07;3;1.5;8.62;2.78;6.68;2
28996;2.06;"!готовая !еда !вегетарианская !на !неделю";2;0.31;2;2.46;5;2.06;0.31;2.51;17.9;2
28997;7.26;"!готовая !еда !на !неделю !вегетарианское";2;0.56;2;6.98;4;7.26;0.56;3.2;19.13;2
28998;1.97;"!фитнес !обеды !доставка";2;0.65;2;12.19;4;1.97;0.65;3.71;14.28;2
28999;2.92;"!правильная !еда !с !доставкой !на !дом !недорого";2;2;2;20.16;5;2.92;2;3.81;14.14;2
29000;0.65;"!бжу";2;0.11;6;2.65;431;0.65;0.11;0.6;0.6;2
29001;0.01;"!диет !питание !доставка";0;0;2;16.71;3;0.01;0;2.94;4.43;0
29002;0.01;"!купить !готовую !еду !с !доставкой !на !неделю";0;0;2;14.59;1;0.01;0;5.64;10.51;0
29003;1.07;"!диета !на !дом";2;0.32;4;8.71;28;1.07;0.32;1.21;3.44;2
29004;1.07;"!готовая !диетическая !еда";2;0.66;3;13.67;4;2.45;0.79;2.97;6.04;2
29005;7.33;"!заказ !веганской !еды !на !дом";2;0.8;2;6.34;1;7.33;0.8;11.13;33.69;2
29006;1.18;"!где !можно !заказать !еду !для !веганов";2;1.21;2;5.12;1;1.18;1.21;6.96;13.27;2
29007;7.2;"!здоровая !еда !с !доставкой !москва";2;0.42;2;9.32;2;7.2;0.42;4.78;9.8;2
29008;5.34;"!сервис !доставки !еды !для !похудения";2;1.2;2;6.02;5;5.34;1.2;2.72;5;2
29009;1.5;"!правильное !питание !москва !заказать";2;0.93;2;4.25;4;1.5;0.93;2.76;18.05;2
29010;2.22;"!правильное !питание !для !похудения !купить !москва";2;0.71;2;13.76;9;2.22;0.71;1.19;5.77;2
29011;1.29;"!здоровое !питание !заказать !на !дом !москва";2;0.47;2;18.24;2;1.5;1.19;3.73;7.27;2
29012;0.94;"!заказать !здоровое !питание !на !неделю";2;1.72;2;24.71;1;0.94;1.72;3.67;7.67;2
29013;0.97;"!диетические !обеды !с !доставкой !москва";2;2.57;2;23.5;2;2.38;5.56;6.09;9.42;2
29014;0.01;"!готовый !рацион";0;0;2;6.75;2;0.01;0;0.57;1.6;0
29015;1.86;"!заказ !диетического !питания !с !доставкой";2;0.66;2;14.16;2;1.86;0.66;2.25;3.98;2
29016;0.57;"!диетические !блюда !доставка";2;0.5;2;5.06;2;2.78;0.89;1.46;2.52;2
29017;5.82;"!доставка !пп !еды !в !москве !дешево";2;0.75;2;4.55;4;5.82;0.75;31.27;76.04;2
29018;0.01;"!рацион !доставка !еды";0;0;2;5.94;4;0.01;0;4.26;7.53;0
29019;11.63;"!готовая !вегетарианская !еда !на !неделю !с !доставкой";2;0.48;2;9.56;3;11.63;0.48;3;7.61;2
29020;4.27;"!фитнес !еда !москва";2;0.17;2;2.2;2;4.27;0.17;8.13;11.72;2
29021;0.01;"!заказать !еду !без !соли !диетическую";0;0;0;0;0;0.01;0;0.01;0.01;0
29022;0.79;"!доставка !еды !домой !на !неделю";2;0.51;2;1.77;2;1.53;1.8;5.39;19.02;2
29023;1.74;"!вегетарианские !блюда !доставка";2;0.37;2;18.43;4;1.74;0.37;3.51;10.03;2
29024;0.01;"!заказать !диетический !обед !с !доставкой !в !офис";0;0;2;11.29;1;0.01;0;5.35;9.84;0
29025;1.27;"!питание !на !заказ";2;0.73;3;11.66;9;1.27;0.73;1.04;2.54;2
29026;3.11;"!питание !для !похудения !меню";2;0.39;2;9.49;14;3.11;0.39;0.83;1.47;2
29027;5.05;"!веган !еда !доставка !москва";2;0.38;2;3.7;1;5.05;0.38;2.83;27.88;2
29028;0.01;"!сервисы !доставки !здорового !питания !на !неделю";0;0;2;13.65;1;0.01;0;3.06;7.74;0
29029;2.58;"!веганская !еда !на !заказ";2;0.81;2;19.22;6;2.58;0.81;3.18;15.97;2
29030;0.92;"!доставка !белкового !питания";2;1.75;2;5.77;10;0.92;1.75;1.65;4.18;2
29031;4.95;"!низкокалорийная !еда !с !доставкой";2;0.49;2;5.23;6;4.95;0.49;3.67;38.37;2
29032;0.78;"!вегетарианские !ужины !доставка";2;1.61;2;5.74;4;2.74;1.92;11.8;36.7;2
29033;6.13;"!доставка !здоровой !еды !в !офис";2;1.27;2;5.03;3;6.86;1.2;18.17;71.97;2
29034;2.33;"!питание !на !каждый !день !с !доставкой";2;0.53;2;8.05;2;2.33;0.53;1.65;15.25;2
29035;0.32;"!рационы !питания !купить";2;0.43;2;10.14;4;0.74;0.51;0.79;1.49;2
29036;1.77;"!здоровое !питание !на !заказ !москва";2;2.9;2;14.49;1;1.77;2.9;2.68;4.13;2
29037;0.01;"!здоровая !пища !доставка";0;0;2;11.9;4;0.01;0;1.83;4.31;0
29038;0.01;"!еда !по !дням !для !похудения !доставка";0;0;2;13.43;2;0.01;0;2.32;3.48;0
29039;0.66;"!доставка !питания !на !дом !москва";2;0.89;2;16.56;2;0.66;0.89;0.61;4.72;2
29040;4.72;"!питание !доставка !на !дом !москва";2;0.16;2;12.31;1;4.72;0.16;1.06;5.64;2
29041;1.93;"!продукты !для !веганов !интернет !магазин";2;1.05;2;11.19;9;1.94;1.05;1.97;13.64;2
29042;0.01;"!программа !питания !купить";0;0;2;7.73;7;0.01;0;1.26;1.26;0
29043;10.28;"!доставка !еды !на !неделю !похудение";2;1.13;2;4.84;2;10.28;1.13;2.59;4.79;2
29044;0.01;"!питание !доставка !москва";0;0;2;9.87;2;0.01;0;1.21;1.53;0
29045;1.23;"!готовое !диетическое !питание";2;0.8;2;8.05;3;2.04;1.05;1.95;3.37;2
29046;0.91;"!заказ !сбалансированного !питания !на !дом";2;1.13;2;12.99;5;0.91;1.13;1.94;4.25;2
29047;2.57;"!правильное !питание !на !заказ !москва";2;1.23;2;15.07;0;2.57;1.23;5.25;10.96;2
29048;3.05;"!рацион !питания !заказать";2;0.46;2;12.42;4;3.05;0.46;1.47;3.34;2
29049;2.86;"!интернет !магазин !правильного !питания !доставка !по !россии";2;0.74;2;9.43;1;2.86;0.74;9.09;72.52;2
29050;2.98;"!доставка !еды !каждый !день";2;0.39;2;4.69;5;3.09;0.39;9.66;18.56;2
29051;1.97;"!готовая !еда !на !неделю !купить";2;0.64;2;4.63;2;1.97;0.64;5.41;18.22;2
29052;0.01;"!полезная !еда !с !доставкой !москва";0;0;2;2.73;1;0.01;0;2.08;7.25;0
29053;2.36;"!заказать !правильное !питание !на !неделю !москва";2;0.12;2;12.98;1;2.36;0.12;6.97;8.75;2
29054;0.45;"!готовые !рационы !питания !на !дом !москва";2;0.77;2;17.15;1;1.51;17.51;2.74;4.67;2
29055;0.78;"!питание !на !дом !для !похудения !москва";2;0.76;3;18.34;7;0.78;0.76;1.21;2.59;2
29056;0.63;"!заказ !питания !на !неделю";2;1.32;3;15.73;3;1.23;1.3;2.01;3.51;2
29057;1.67;"!вегетарианское !питание !доставка";2;1.12;2;13.91;2;4.22;1.04;2.73;7.77;2
29058;0.55;"!вегетарианское !доставка !питания";2;0.95;2;10.58;1;0.55;0.95;0.72;6.7;2
29059;0.99;"!пп !питание !с !доставкой !москва";2;0.92;2;8.84;4;0.99;0.92;2.41;16.26;2
29060;0.01;"!рацион !питания !на !неделю !с !доставкой";0;0;0;0;0;0.01;0;0.01;0.01;0
29061;0.01;"!питание !для !похудения !на !заказ";0;0;2;7.85;3;0.01;0;1.11;2.4;0
29062;0.01;"!питание !с !доставкой !белковая !диета";0;0;2;18.31;1;0.01;0;2.57;2.65;0
29063;0.43;"!доставка !пп !на !неделю";2;0.28;2;11.01;3;1.41;0.2;2.59;10.97;2
29064;0.68;"!заказать !готовые !обеды !здоровое !питание";2;2.09;2;32.43;1;0.68;2.09;0.95;6.66;2
29065;4.72;"!заказать !полезную !еду !в !москве";2;0.46;2;2.3;1;4.72;0.46;4.65;8.72;2
29066;0.37;"!продажа !готовой !еды";2;1.14;2;5.18;8;0.71;1.06;1.19;2.97;2
29067;0.01;"!здоровое !питание !на !неделю !москва";0;0;2;27.44;1;0.01;0;3.45;6.37;0
29068;0.85;"!готовая !еда !на !месяц";2;0.94;3;18.75;6;0.85;0.94;1.6;5.28;2
29069;0.01;"!заказать !набор !еды !пп";0;0;0;0;2;0.01;0;0.01;0.01;0
29070;2.38;"!доставка !фитнес !еды !москва";2;0.72;2;6.12;5;2.38;0.72;3.38;6.03;2
29071;0.48;"!готовое !питание !с !доставкой !москва !недорого";2;0.94;2;17.2;2;2.82;8.6;3.96;5.23;2
29072;0.01;"!готовое !питание !на !неделю !москва";0;0;2;10.16;2;0.01;0;0.61;29.6;0
